date_from,date_to
"September 17, 1920",1920-09-17
"September 30, 6852",6852-09-30
"September 1, 7797",7797-09-01
"September 18, 1314",1314-09-18
"September 14, 3006",3006-09-14
"September 9, 9298",9298-09-09
"September 27, 4671",4671-09-27
"September 30, 1754",1754-09-30
"September 14, 1206",1206-09-14
"September 10, 5342",5342-09-10
"September 26, 4060",4060-09-26
"September 21, 9380",9380-09-21
"September 22, 8776",8776-09-22
"September 21, 6246",6246-09-21
"September 30, 7685",7685-09-30
"September 12, 8688",8688-09-12
"September 23, 1552",1552-09-23
"September 20, 8337",8337-09-20
"September 15, 3955",3955-09-15
"September 19, 5066",5066-09-19
"September 3, 5870",5870-09-03
"September 17, 3075",3075-09-17
"September 9, 5894",5894-09-09
"September 19, 5675",5675-09-19
"September 8, 7180",7180-09-08
"September 10, 5051",5051-09-10
"September 4, 3063",3063-09-04
"September 20, 2036",2036-09-20
"September 3, 3191",3191-09-03
"September 17, 7895",7895-09-17
"September 14, 1139",1139-09-14
"September 12, 5419",5419-09-12
"September 25, 9296",9296-09-25
"September 8, 6914",6914-09-08
"September 31, 5644",5644-09-31
"September 12, 1272",1272-09-12
"September 9, 2919",2919-09-09
"September 22, 3759",3759-09-22
"September 21, 2947",2947-09-21
"September 10, 4619",4619-09-10
"September 14, 9316",9316-09-14
"September 2, 9152",9152-09-02
"September 15, 4213",4213-09-15
"September 29, 9856",9856-09-29
"September 26, 3091",3091-09-26
"September 7, 8042",8042-09-07
"September 16, 8780",8780-09-16
"September 28, 6484",6484-09-28
"September 2, 7389",7389-09-02
"September 31, 7643",7643-09-31
"September 20, 2020",2020-09-20
"September 21, 6347",6347-09-21
"September 17, 7895",7895-09-17
"September 6, 7059",7059-09-06
"September 19, 6988",6988-09-19
"September 9, 4519",4519-09-09
"September 10, 1084",1084-09-10
"September 6, 5874",5874-09-06
"September 1, 4681",4681-09-01
"September 10, 2927",2927-09-10
"September 1, 8379",8379-09-01
"September 21, 8811",8811-09-21
"September 8, 5177",5177-09-08
"September 21, 4606",4606-09-21
"September 30, 4092",4092-09-30
"September 26, 9339",9339-09-26
"September 26, 8878",8878-09-26
"September 11, 4599",4599-09-11
"September 17, 6913",6913-09-17
"September 6, 2063",2063-09-06
"September 16, 4873",4873-09-16
"September 5, 8859",8859-09-05
"September 22, 5857",5857-09-22
"September 28, 8441",8441-09-28
"September 8, 6890",6890-09-08
"September 3, 6881",6881-09-03
"September 25, 3105",3105-09-25
"September 3, 4244",4244-09-03
"September 13, 4757",4757-09-13
"September 7, 6730",6730-09-07
"September 1, 1830",1830-09-01
"September 30, 4023",4023-09-30
"September 31, 5571",5571-09-31
"September 30, 6823",6823-09-30
"September 7, 9526",9526-09-07
"September 10, 2362",2362-09-10
"September 7, 6294",6294-09-07
"September 10, 9582",9582-09-10
"September 18, 4080",4080-09-18
"September 26, 5983",5983-09-26
"September 17, 4610",4610-09-17
"September 27, 8156",8156-09-27
"September 6, 2437",2437-09-06
"September 17, 8174",8174-09-17
"September 21, 3486",3486-09-21
"September 27, 2494",2494-09-27
"September 31, 7161",7161-09-31
"September 22, 1191",1191-09-22
"September 12, 6860",6860-09-12
"September 28, 6316",6316-09-28
"September 19, 8726",8726-09-19
"September 15, 1159",1159-09-15
"September 24, 4091",4091-09-24
"September 8, 7212",7212-09-08
"September 21, 1782",1782-09-21
"September 16, 8568",8568-09-16
"September 30, 3551",3551-09-30
"September 25, 9695",9695-09-25
"September 14, 8080",8080-09-14
"September 24, 6284",6284-09-24
"September 6, 6992",6992-09-06
"September 14, 6307",6307-09-14
"September 6, 3495",3495-09-06
"September 26, 3674",3674-09-26
"September 19, 3675",3675-09-19
"September 23, 2791",2791-09-23
"September 4, 7857",7857-09-04
"September 26, 5503",5503-09-26
"September 18, 2690",2690-09-18
"September 30, 9720",9720-09-30
"September 19, 4128",4128-09-19
"September 26, 8578",8578-09-26
"September 24, 4403",4403-09-24
"September 26, 2329",2329-09-26
"September 8, 6698",6698-09-08
"September 6, 3978",3978-09-06
"September 17, 8828",8828-09-17
"September 8, 5706",5706-09-08
"September 4, 8287",8287-09-04
"September 18, 2070",2070-09-18
"September 31, 7087",7087-09-31
"September 16, 4589",4589-09-16
"September 5, 6543",6543-09-05
"September 21, 1071",1071-09-21
"September 22, 7758",7758-09-22
"September 12, 8707",8707-09-12
"September 19, 4484",4484-09-19
"September 29, 6260",6260-09-29
"September 9, 6212",6212-09-09
"September 24, 6140",6140-09-24
"September 16, 1869",1869-09-16
"September 13, 2972",2972-09-13
"September 16, 8599",8599-09-16
"September 16, 4101",4101-09-16
"September 10, 5802",5802-09-10
"September 22, 2743",2743-09-22
"September 31, 4113",4113-09-31
"September 8, 4989",4989-09-08
"September 28, 7157",7157-09-28
"September 24, 8449",8449-09-24
"September 4, 8224",8224-09-04
"September 10, 2408",2408-09-10
"September 8, 4782",4782-09-08
"September 29, 8184",8184-09-29
"September 28, 1023",1023-09-28
"September 27, 2814",2814-09-27
"September 29, 7226",7226-09-29
"September 3, 5589",5589-09-03
"September 22, 5483",5483-09-22
"September 25, 5833",5833-09-25
"September 23, 8531",8531-09-23
"September 15, 7678",7678-09-15
"September 19, 8318",8318-09-19
"September 21, 6679",6679-09-21
"September 11, 9254",9254-09-11
"September 28, 2036",2036-09-28
"September 16, 4139",4139-09-16
"September 27, 2369",2369-09-27
"September 26, 7166",7166-09-26
"September 3, 1264",1264-09-03
"September 11, 8820",8820-09-11
"September 3, 2699",2699-09-03
"September 4, 2256",2256-09-04
"September 2, 3046",3046-09-02
"September 7, 5095",5095-09-07
"September 20, 9669",9669-09-20
"September 13, 5596",5596-09-13
"September 28, 6641",6641-09-28
"September 11, 7734",7734-09-11
"September 11, 3263",3263-09-11
"September 21, 5118",5118-09-21
"September 28, 5810",5810-09-28
"September 28, 2125",2125-09-28
"September 14, 2879",2879-09-14
"September 5, 9579",9579-09-05
"September 20, 3469",3469-09-20
"September 3, 5842",5842-09-03
"September 11, 3867",3867-09-11
"September 3, 4354",4354-09-03
"September 28, 1762",1762-09-28
"September 13, 7621",7621-09-13
"September 31, 1488",1488-09-31
"September 29, 9374",9374-09-29
"September 9, 4865",4865-09-09
"September 18, 8702",8702-09-18
"September 6, 2645",2645-09-06
"September 14, 8341",8341-09-14
"September 10, 1531",1531-09-10
"September 25, 6549",6549-09-25
"September 5, 9030",9030-09-05
"September 4, 7481",7481-09-04
"September 2, 6019",6019-09-02
"September 20, 5931",5931-09-20
"September 9, 1002",1002-09-09
"September 28, 5805",5805-09-28
"September 20, 8132",8132-09-20
"September 10, 2787",2787-09-10
"September 31, 3258",3258-09-31
"September 5, 9213",9213-09-05
"September 8, 1890",1890-09-08
"September 30, 4928",4928-09-30
"September 29, 9365",9365-09-29
"September 10, 3344",3344-09-10
"September 17, 7190",7190-09-17
"September 1, 2397",2397-09-01
"September 15, 2673",2673-09-15
"September 17, 2007",2007-09-17
"September 11, 6754",6754-09-11
"September 22, 5155",5155-09-22
"September 9, 7756",7756-09-09
"September 10, 9851",9851-09-10
"September 1, 5437",5437-09-01
"September 19, 4307",4307-09-19
"September 24, 2327",2327-09-24
"September 27, 6098",6098-09-27
"September 4, 2215",2215-09-04
"September 17, 9764",9764-09-17
"September 21, 5996",5996-09-21
"September 19, 3568",3568-09-19
"September 24, 9186",9186-09-24
"September 6, 9164",9164-09-06
"September 17, 9994",9994-09-17
"September 12, 1807",1807-09-12
"September 12, 8640",8640-09-12
"September 10, 4652",4652-09-10
"September 16, 5169",5169-09-16
"September 19, 5484",5484-09-19
"September 26, 5231",5231-09-26
"September 15, 7304",7304-09-15
"September 28, 5363",5363-09-28
"September 9, 4983",4983-09-09
"September 30, 1512",1512-09-30
"September 31, 5260",5260-09-31
"September 31, 4374",4374-09-31
"September 14, 3903",3903-09-14
"September 19, 3487",3487-09-19
"September 16, 7925",7925-09-16
"September 14, 7516",7516-09-14
"September 1, 3988",3988-09-01
"September 17, 5564",5564-09-17
"September 25, 3968",3968-09-25
"September 21, 6437",6437-09-21
"September 7, 8645",8645-09-07
"September 22, 3726",3726-09-22
"September 4, 7925",7925-09-04
"September 7, 3775",3775-09-07
"September 15, 9163",9163-09-15
"September 19, 8478",8478-09-19
"September 19, 9763",9763-09-19
"September 14, 7637",7637-09-14
"September 31, 2936",2936-09-31
"September 25, 5556",5556-09-25
"September 13, 3340",3340-09-13
"September 14, 7381",7381-09-14
"September 26, 6207",6207-09-26
"September 26, 8537",8537-09-26
"September 24, 1918",1918-09-24
"September 11, 8477",8477-09-11
"September 3, 8285",8285-09-03
"September 23, 2150",2150-09-23
"September 26, 1837",1837-09-26
"September 17, 3402",3402-09-17
"September 18, 7768",7768-09-18
"September 27, 3674",3674-09-27
"September 27, 5479",5479-09-27
"September 31, 6616",6616-09-31
"September 5, 7019",7019-09-05
"September 13, 8028",8028-09-13
"September 25, 7891",7891-09-25
"September 21, 2022",2022-09-21
"September 21, 8927",8927-09-21
"September 22, 9336",9336-09-22
"September 14, 6514",6514-09-14
"September 29, 4888",4888-09-29
"September 1, 1795",1795-09-01
"September 26, 4615",4615-09-26
"September 12, 7053",7053-09-12
"September 2, 1048",1048-09-02
"September 2, 2069",2069-09-02
"September 9, 3462",3462-09-09
"September 17, 7878",7878-09-17
"September 20, 2446",2446-09-20
"September 2, 5046",5046-09-02
"September 19, 2167",2167-09-19
"September 26, 3562",3562-09-26
"September 18, 2434",2434-09-18
"September 21, 4592",4592-09-21
"September 20, 4600",4600-09-20
"September 30, 4651",4651-09-30
"September 1, 2279",2279-09-01
"September 16, 1247",1247-09-16
"September 27, 9650",9650-09-27
"September 22, 4895",4895-09-22
"September 1, 2547",2547-09-01
"September 24, 6532",6532-09-24
"September 30, 9886",9886-09-30
"September 26, 6009",6009-09-26
"September 20, 2601",2601-09-20
"September 30, 7031",7031-09-30
"September 16, 5315",5315-09-16
"September 24, 1295",1295-09-24
"September 28, 5536",5536-09-28
"September 21, 4241",4241-09-21
"September 17, 9917",9917-09-17
"September 1, 4182",4182-09-01
"September 13, 8288",8288-09-13
"September 9, 6974",6974-09-09
"September 14, 9879",9879-09-14
"September 24, 6907",6907-09-24
"September 12, 9524",9524-09-12
"September 14, 4507",4507-09-14
"September 27, 5376",5376-09-27
"September 21, 4541",4541-09-21
"September 12, 9838",9838-09-12
"September 8, 1507",1507-09-08
"September 7, 5966",5966-09-07
"September 27, 4129",4129-09-27
"September 1, 2396",2396-09-01
"September 2, 5090",5090-09-02
"September 23, 8274",8274-09-23
"September 14, 4404",4404-09-14
"September 13, 8057",8057-09-13
"September 27, 7978",7978-09-27
"September 31, 8423",8423-09-31
"September 7, 6813",6813-09-07
"September 22, 5981",5981-09-22
"September 25, 5351",5351-09-25
"September 12, 5668",5668-09-12
"September 1, 4541",4541-09-01
"September 18, 7856",7856-09-18
"September 9, 7361",7361-09-09
"September 2, 9049",9049-09-02
"September 7, 1912",1912-09-07
"September 23, 7537",7537-09-23
"September 16, 8619",8619-09-16
"September 7, 1264",1264-09-07
"September 16, 2839",2839-09-16
"September 24, 6125",6125-09-24
"September 3, 5763",5763-09-03
"September 23, 7269",7269-09-23
"September 28, 8159",8159-09-28
"September 9, 7293",7293-09-09
"September 21, 7928",7928-09-21
"September 13, 4352",4352-09-13
"September 10, 5273",5273-09-10
"September 7, 4069",4069-09-07
"September 21, 9478",9478-09-21
"September 7, 7265",7265-09-07
"September 4, 5792",5792-09-04
"September 11, 7584",7584-09-11
"September 27, 2663",2663-09-27
"September 12, 9427",9427-09-12
"September 25, 4323",4323-09-25
"September 22, 4998",4998-09-22
"September 14, 3405",3405-09-14
"September 29, 6655",6655-09-29
"September 7, 1362",1362-09-07
"September 2, 1148",1148-09-02
"September 1, 7892",7892-09-01
"September 19, 4969",4969-09-19
"September 4, 4711",4711-09-04
"September 2, 1537",1537-09-02
"September 12, 3538",3538-09-12
"September 31, 9372",9372-09-31
"September 16, 4920",4920-09-16
"September 22, 5718",5718-09-22
"September 4, 1225",1225-09-04
"September 29, 4154",4154-09-29
"September 8, 8180",8180-09-08
"September 21, 3646",3646-09-21
"September 23, 5504",5504-09-23
"September 24, 6826",6826-09-24
"September 13, 1988",1988-09-13
"September 14, 7027",7027-09-14
"September 2, 8626",8626-09-02
"September 17, 7789",7789-09-17
"September 22, 2047",2047-09-22
"September 19, 2601",2601-09-19
"September 20, 6961",6961-09-20
"September 26, 6480",6480-09-26
"September 18, 6878",6878-09-18
"September 31, 3219",3219-09-31
"September 7, 7294",7294-09-07
"September 3, 1044",1044-09-03
"September 31, 4616",4616-09-31
"September 26, 3114",3114-09-26
"September 23, 8267",8267-09-23
"September 23, 8032",8032-09-23
"September 9, 4178",4178-09-09
"September 1, 1758",1758-09-01
"September 1, 6995",6995-09-01
"September 8, 6246",6246-09-08
"September 7, 9655",9655-09-07
"September 4, 9159",9159-09-04
"September 23, 1902",1902-09-23
"September 16, 8408",8408-09-16
"September 30, 6477",6477-09-30
"September 22, 5810",5810-09-22
"September 6, 5571",5571-09-06
"September 6, 7027",7027-09-06
"September 16, 8604",8604-09-16
"September 16, 7568",7568-09-16
"September 27, 6988",6988-09-27
"September 10, 9540",9540-09-10
"September 11, 7277",7277-09-11
"September 20, 2118",2118-09-20
"September 24, 3192",3192-09-24
"September 21, 7748",7748-09-21
"September 13, 8145",8145-09-13
"September 4, 5960",5960-09-04
"September 15, 6714",6714-09-15
"September 3, 8908",8908-09-03
"September 8, 3703",3703-09-08
"September 18, 7068",7068-09-18
"September 18, 6457",6457-09-18
"September 8, 2083",2083-09-08
"September 10, 7522",7522-09-10
"September 23, 5919",5919-09-23
"September 25, 5190",5190-09-25
"September 15, 3288",3288-09-15
"September 4, 6505",6505-09-04
"September 15, 6702",6702-09-15
"September 29, 4750",4750-09-29
"September 24, 5512",5512-09-24
"September 26, 2398",2398-09-26
"September 29, 7882",7882-09-29
"September 2, 7446",7446-09-02
"September 4, 2209",2209-09-04
"September 22, 8529",8529-09-22
"September 24, 4531",4531-09-24
"September 22, 8997",8997-09-22
"September 3, 5097",5097-09-03
"September 16, 9852",9852-09-16
"September 18, 2191",2191-09-18
"September 5, 5712",5712-09-05
"September 20, 4386",4386-09-20
"September 16, 2131",2131-09-16
"September 25, 1321",1321-09-25
"September 14, 7015",7015-09-14
"September 7, 4914",4914-09-07
"September 9, 6039",6039-09-09
"September 18, 8362",8362-09-18
"September 12, 2807",2807-09-12
"September 24, 1108",1108-09-24
"September 24, 6309",6309-09-24
"September 9, 1501",1501-09-09
"September 31, 4613",4613-09-31
"September 12, 6368",6368-09-12
"September 2, 2238",2238-09-02
"September 27, 3237",3237-09-27
"September 20, 8389",8389-09-20
"September 12, 5278",5278-09-12
"September 29, 8316",8316-09-29
"September 20, 5738",5738-09-20
"September 25, 7371",7371-09-25
"September 16, 8166",8166-09-16
"September 25, 2221",2221-09-25
"September 25, 5156",5156-09-25
"September 23, 7066",7066-09-23
"September 17, 7201",7201-09-17
"September 26, 3938",3938-09-26
"September 2, 1486",1486-09-02
"September 25, 2395",2395-09-25
"September 14, 1761",1761-09-14
"September 29, 6799",6799-09-29
"September 14, 3151",3151-09-14
"September 1, 8689",8689-09-01
"September 24, 2852",2852-09-24
"September 22, 7996",7996-09-22
"September 10, 5065",5065-09-10
"September 15, 6827",6827-09-15
"September 12, 6947",6947-09-12
"September 23, 6316",6316-09-23
"September 30, 9236",9236-09-30
"September 23, 9246",9246-09-23
"September 26, 3930",3930-09-26
"September 27, 9293",9293-09-27
"September 11, 5503",5503-09-11
"September 21, 8787",8787-09-21
"September 20, 6696",6696-09-20
"September 4, 2429",2429-09-04
"September 28, 6331",6331-09-28
"September 21, 4817",4817-09-21
"September 16, 8766",8766-09-16
"September 7, 6222",6222-09-07
"September 8, 4308",4308-09-08
"September 22, 2619",2619-09-22
"September 11, 8284",8284-09-11
"September 11, 1057",1057-09-11
"September 23, 8027",8027-09-23
"September 2, 5313",5313-09-02
"September 13, 4746",4746-09-13
"September 13, 8342",8342-09-13
"September 20, 9009",9009-09-20
"September 5, 1603",1603-09-05
"September 6, 8155",8155-09-06
"September 21, 8124",8124-09-21
"September 26, 6715",6715-09-26
"September 11, 7104",7104-09-11
"September 29, 4881",4881-09-29
"September 9, 4738",4738-09-09
"September 24, 1614",1614-09-24
"September 22, 5521",5521-09-22
"September 1, 7560",7560-09-01
"September 19, 1449",1449-09-19
"September 20, 8752",8752-09-20
"September 25, 3475",3475-09-25
"September 22, 8036",8036-09-22
"September 24, 8116",8116-09-24
"September 17, 1491",1491-09-17
"September 2, 6348",6348-09-02
"September 8, 6854",6854-09-08
"September 14, 2064",2064-09-14
"September 28, 1398",1398-09-28
"September 5, 8663",8663-09-05
"September 2, 5853",5853-09-02
"September 15, 8553",8553-09-15
"September 28, 7459",7459-09-28
"September 29, 7553",7553-09-29
"September 23, 2531",2531-09-23
"September 2, 2279",2279-09-02
"September 2, 9727",9727-09-02
"September 10, 4043",4043-09-10
"September 15, 4717",4717-09-15
"September 24, 5048",5048-09-24
"September 27, 3260",3260-09-27
"September 8, 2613",2613-09-08
"September 29, 1425",1425-09-29
"September 28, 1834",1834-09-28
"September 18, 7160",7160-09-18
"September 22, 9224",9224-09-22
"September 3, 4672",4672-09-03
"September 29, 4103",4103-09-29
"September 24, 7107",7107-09-24
"September 26, 2186",2186-09-26
"September 15, 2474",2474-09-15
"September 19, 5985",5985-09-19
"September 23, 4301",4301-09-23
"September 1, 3478",3478-09-01
"September 28, 3765",3765-09-28
"September 14, 6689",6689-09-14
"September 24, 9116",9116-09-24
"September 19, 1544",1544-09-19
"September 20, 8900",8900-09-20
"September 10, 5424",5424-09-10
"September 3, 6874",6874-09-03
"September 4, 4836",4836-09-04
"September 30, 9365",9365-09-30
"September 2, 9223",9223-09-02
"September 31, 1319",1319-09-31
"September 20, 6552",6552-09-20
"September 29, 9313",9313-09-29
"September 1, 6558",6558-09-01
"September 9, 7036",7036-09-09
"September 6, 9498",9498-09-06
"September 30, 8417",8417-09-30
"September 31, 1261",1261-09-31
"September 3, 3674",3674-09-03
"September 8, 8724",8724-09-08
"September 28, 7385",7385-09-28
"September 30, 9932",9932-09-30
"September 13, 9179",9179-09-13
"September 3, 4191",4191-09-03
"September 25, 5607",5607-09-25
"September 4, 5537",5537-09-04
"September 22, 2680",2680-09-22
"September 11, 9298",9298-09-11
